description,name,Nro de Inscripción,CUIT,Domicilio,Localidad,Provincia,Código Postal,Referente y Cargo,Teléf. de Contacto,E-Mail de contacto,WEB,Perfil de Facebook,Twitter,Programas,capa,Oeste,Sur,geometry
Nro de Inscripción: 97<br>CUIT: 30-61510966-1<br>Domicilio: Ing. Pereira 676<br>Localidad: Concepción del Uruguay<br>Provincia: Entre Ríos<br>Código Postal: 3260<br>Referente y Cargo: Juan Horacio Luna Presidente<br>Teléf. de Contacto: 03442-423896<br>E-Mail de contacto: uvt@frcu.utn.edu.ar<br>WEB: www.frcu.utn.edu.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.229595<br>Sur: -32.496159,Asociación de Apoyo a la Facultad Regional Concepción del Uruguay de la UTN,97,30-61510966-1,Ing. Pereira 676,Concepción del Uruguay,Entre Ríos,3260,Juan Horacio Luna Presidente,03442-423896,uvt@frcu.utn.edu.ar,www.frcu.utn.edu.ar,,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.229595,-32.496159,"<Point><coordinates>-58.229595,-32.496159,0.0</coordinates></Point>"
Nro de Inscripción: 89<br>CUIT: 30-70812615-9<br>Domicilio: Rivadavia 969 4 A<br>Localidad: CABA<br>Provincia: CABA<br>Código Postal: 1002<br>Referente y Cargo: Eduardo Perversi Presidente<br>Teléf. de Contacto: 5368-9414<br>E-Mail de contacto: eperversi@emprear.org.ar<br>WEB: www.emprear.org.ar<br>Perfil de Facebook: https://www.facebook.com/emprear/<br>Twitter: https://twitter.com/Emprear_Innova<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.380095<br>Sur: -34.608295,Emprendedores Argentinos Asociación Civil,89,30-70812615-9,Rivadavia 969 4 A,CABA,CABA,1002,Eduardo Perversi Presidente,5368-9414,eperversi@emprear.org.ar,www.emprear.org.ar,https://www.facebook.com/emprear/,https://twitter.com/Emprear_Innova,INCUBADORA PAC y Fondo Semilla,incubadora,-58.380095,-34.608295,"<Point><coordinates>-58.380095,-34.608295,0.0</coordinates></Point>"
Nro de Inscripción: 87<br>CUIT: 30-57834962-2<br>Domicilio: BELGRANO 4299<br>Localidad: CABA<br>Provincia: CABA<br>Código Postal: C1210AAK<br>Referente y Cargo: FERNANDO LEIRO//JULIA INES FOSSATI PRESIDENTE // DIRECTORA EJECUTIVA<br>Teléf. de Contacto: 54 11 4981 5389<br>E-Mail de contacto: innovacion@fundaciongutenberg.edu.ar // fungid@fundaciongutenberg.edu.ar<br>WEB: http://www.fundaciongutenberg.edu.ar/<br>Perfil de Facebook: https://www.facebook.com/FGUTENBERG<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.427294<br>Sur: -34.616002,FUNDACION GUTENBERG,87,30-57834962-2,BELGRANO 4299,CABA,CABA,C1210AAK,FERNANDO LEIRO//JULIA INES FOSSATI PRESIDENTE // DIRECTORA EJECUTIVA,54 11 4981 5389,innovacion@fundaciongutenberg.edu.ar // fungid@fundaciongutenberg.edu.ar,http://www.fundaciongutenberg.edu.ar/,https://www.facebook.com/FGUTENBERG,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.427294,-34.616002,"<Point><coordinates>-58.427294,-34.616002,0.0</coordinates></Point>"
Nro de Inscripción: 95<br>CUIT: 30-70818659-3<br>Domicilio: Ruta Los Peregrinos S/N Unidad de Vinculación Tecnológica<br>Localidad: Los Sarimientos - CHILECITO<br>Provincia: La Rioja<br>Código Postal: 5360<br>Referente y Cargo: LIC. DARIO WOLBERG Responsable Unidad de Vinculación Tecnológica<br>Teléf. de Contacto: CHILECITO: 03825-427200 INT 2145 BSAS: 114372-1391<br>E-Mail de contacto: dwolberg@undec.edu.ar / uvt@undec.edu.ar<br>WEB: www.undec.edu.ar<br>Perfil de Facebook: https://www.facebook.com/undec<br>Twitter: https://twitter.com/undec?lang=es<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -67.470801<br>Sur: -29.156519,UNIVERSIDAD NACIONAL DE CHILECITO,95,30-70818659-3,Ruta Los Peregrinos S/N Unidad de Vinculación Tecnológica,Los Sarimientos - CHILECITO,La Rioja,5360,LIC. DARIO WOLBERG Responsable Unidad de Vinculación Tecnológica,CHILECITO: 03825-427200 INT 2145 BSAS: 114372-1391,dwolberg@undec.edu.ar / uvt@undec.edu.ar,www.undec.edu.ar,https://www.facebook.com/undec,https://twitter.com/undec?lang=es,INCUBADORA PAC y Fondo Semilla,incubadora,-67.470801,-29.156519,"<Point><coordinates>-67.470801,-29.156519,0.0</coordinates></Point>"
Nro de Inscripción: 101<br>CUIT: 20-14176931-7<br>Domicilio: Av. Bolivia 5150<br>Localidad: Capital<br>Provincia: Salta<br>Código Postal: 4400<br>Referente y Cargo: Cesar Gabriel Moreno Director Instituto Desarrollo Regional - Profesor Asociado<br>Teléf. de Contacto: 0387- 4255462<br>E-Mail de contacto: cesargmoreno@yahoo.com.ar<br>WEB: http://www.economicas.unsa.edu.ar/web/index.php/enlaces-de-interes/institutos<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.411652<br>Sur: -24.755058,Instituto de Desarrollo Regional - Facultad de Ciencias Economicas - Universidad Nacional de Salta,101,20-14176931-7,Av. Bolivia 5150,Capital,Salta,4400,Cesar Gabriel Moreno Director Instituto Desarrollo Regional - Profesor Asociado,0387- 4255462,cesargmoreno@yahoo.com.ar,http://www.economicas.unsa.edu.ar/web/index.php/enlaces-de-interes/institutos,,,INCUBADORA PAC y Fondo Semilla,incubadora,-65.411652,-24.755058,"<Point><coordinates>-65.411652,-24.755058,0.0</coordinates></Point>"
Nro de Inscripción: 91<br>CUIT: 30-99908289-7<br>Domicilio: Alvear 146<br>Localidad: General Arenales<br>Provincia: Buenos Aires<br>Código Postal: 6005<br>Referente y Cargo: Bruno Rastelli Director de Produccion<br>Teléf. de Contacto: 0236154300525 / 0235315405463<br>E-Mail de contacto: produccion@generalarenales.gob.ar<br>WEB: <br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -61.307275<br>Sur: -34.303165,Municipalidad de General Arenales,91,30-99908289-7,Alvear 146,General Arenales,Buenos Aires,6005,Bruno Rastelli Director de Produccion,0236154300525 / 0235315405463,produccion@generalarenales.gob.ar,,,,INCUBADORA PAC y Fondo Semilla,incubadora,-61.307275,-34.303165,"<Point><coordinates>-61.307275,-34.303165,0.0</coordinates></Point>"
Nro de Inscripción: 98<br>CUIT: 30-70978651-9<br>Domicilio: PJE. ECHEVERRIA 441<br>Localidad: San Salvador de Jujuy<br>Provincia: Jujuy<br>Código Postal: 4600<br>Referente y Cargo: SILVIA NOEMI ALANIS PRESIDENTA<br>Teléf. de Contacto: 0388-154335186<br>E-Mail de contacto: alanisnavarro04@yahoo.com.ar<br>WEB: <br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.296345<br>Sur: -24.194273,FUNDACION MALLKU ANDINA,98,30-70978651-9,PJE. ECHEVERRIA 441,San Salvador de Jujuy,Jujuy,4600,SILVIA NOEMI ALANIS PRESIDENTA,0388-154335186,alanisnavarro04@yahoo.com.ar,,,,INCUBADORA PAC y Fondo Semilla,incubadora,-65.296345,-24.194273,"<Point><coordinates>-65.296345,-24.194273,0.0</coordinates></Point>"
Nro de Inscripción: 113<br>CUIT: 30-64625515-1<br>Domicilio: Roca 662 - -<br>Localidad: Hurlingham<br>Provincia: Buenos Aires<br>Código Postal: 1686<br>Referente y Cargo: Juan Alberto Machuca Gerente<br>Teléf. de Contacto: 011-46652028<br>E-Mail de contacto: gestionsolidariacs@gmail.com<br>WEB: <br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.622166<br>Sur: -34.593950,ASOCIACION MUTUAL DE EMPLEO Y GESTION SOLIDARIOS,113,30-64625515-1,Roca 662 - -,Hurlingham,Buenos Aires,1686,Juan Alberto Machuca Gerente,011-46652028,gestionsolidariacs@gmail.com,,,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.622166,-34.59395,"<Point><coordinates>-58.622166,-34.59395,0.0</coordinates></Point>"
Nro de Inscripción: 80<br>CUIT: 30-64213725-1<br>Domicilio: Roque Saenz Peña 352 2° piso - Casa 6 Of. 111/112/113<br>Localidad: Bernal<br>Provincia: Buenos Aires<br>Código Postal: B1876BXD<br>Referente y Cargo: Darío Gabriel Codner Secretario de Innovación y Transferencia Tecnológica<br>Teléf. de Contacto: 4365-7100<br>E-Mail de contacto: innovacion@unq.edu.ar<br>WEB: www.unq.edu.ar / www.innovacion.unq.edu.ar<br>Perfil de Facebook: https://www.facebook.com/innovacionunq<br>Twitter: @innovacionUNQ<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.277790<br>Sur: -34.706529,Universidad Nacional de Quilmes,80,30-64213725-1,Roque Saenz Peña 352 2° piso - Casa 6 Of. 111/112/113,Bernal,Buenos Aires,B1876BXD,Darío Gabriel Codner Secretario de Innovación y Transferencia Tecnológica,4365-7100,innovacion@unq.edu.ar,www.unq.edu.ar / www.innovacion.unq.edu.ar,https://www.facebook.com/innovacionunq,@innovacionUNQ,INCUBADORA PAC y Fondo Semilla,incubadora,-58.27779,-34.706529,"<Point><coordinates>-58.27779,-34.706529,0.0</coordinates></Point>"
Nro de Inscripción: 85<br>CUIT: 30-71487702-6<br>Domicilio: LOS ALAMOS 1252<br>Localidad: Godoy Cruz<br>Provincia: Mendoza<br>Código Postal: 5501<br>Referente y Cargo: Martín Salassa Director Ejecutivo<br>Teléf. de Contacto: 2615981450<br>E-Mail de contacto: martinsalassa@gmail.com<br>WEB: http://www.greendemia.com/<br>Perfil de Facebook: https://www.facebook.com/GreendemiaArg<br>Twitter: https://twitter.com/greendemia<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -68.839860<br>Sur: -32.910634,Greendemia,85,30-71487702-6,LOS ALAMOS 1252,Godoy Cruz,Mendoza,5501,Martín Salassa Director Ejecutivo,2615981450,martinsalassa@gmail.com,http://www.greendemia.com/,https://www.facebook.com/GreendemiaArg,https://twitter.com/greendemia,INCUBADORA PAC y Fondo Semilla,incubadora,-68.83986,-32.910634,"<Point><coordinates>-68.83986,-32.910634,0.0</coordinates></Point>"
Nro de Inscripción: 99<br>CUIT: 30-70945748-5<br>Domicilio: Alvarado 2537 0 0<br>Localidad: Salta<br>Provincia: Salta<br>Código Postal: 4400<br>Referente y Cargo: Denise Ivana Ferreyra Gerente General<br>Teléf. de Contacto: 387 6132789 387 4345801<br>E-Mail de contacto: desine.ferreyra@promujer.org<br>WEB: promujer.org<br>Perfil de Facebook: https://www.facebook.com/promujerargentina/?ref=ts&fref=ts<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.436548<br>Sur: -24.789236,Fundación Pro Mujer Argentina,99,30-70945748-5,Alvarado 2537 0 0,Salta,Salta,4400,Denise Ivana Ferreyra Gerente General,387 6132789 387 4345801,desine.ferreyra@promujer.org,promujer.org,https://www.facebook.com/promujerargentina/?ref=ts&fref=ts,,INCUBADORA PAC y Fondo Semilla,incubadora,-65.436548,-24.789236,"<Point><coordinates>-65.436548,-24.789236,0.0</coordinates></Point>"
Nro de Inscripción: 123<br>CUIT: 33-71488023-9<br>Domicilio: Juan Bautista Alberdi 830<br>Localidad: Olivos<br>Provincia: Buenos Aires<br>Código Postal: <br>Referente y Cargo: Tomás Costanzo CEO - Fundador<br>Teléf. de Contacto: <br>E-Mail de contacto: <br>WEB: www.ideasfactory.la<br>Perfil de Facebook: www.facebook.com/IdeasFactoryAR<br>Twitter: www.twitter.com/IdeasFactoryAR<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.496651<br>Sur: -34.544611,Ideas Factory AR,123,33-71488023-9,Juan Bautista Alberdi 830,Olivos,Buenos Aires,,Tomás Costanzo CEO - Fundador,,,www.ideasfactory.la,www.facebook.com/IdeasFactoryAR,www.twitter.com/IdeasFactoryAR,INCUBADORA PAC y Fondo Semilla,incubadora,-58.496651,-34.544611,"<Point><coordinates>-58.496651,-34.544611,0.0</coordinates></Point>"
"Nro de Inscripción: 122<br>CUIT: 30-70756827-1<br>Domicilio: 25 de Mayo 19 - -<br>Localidad: Bell Ville<br>Provincia: Córdoba<br>Código Postal: 2550<br>Referente y Cargo: Briner, Carlos E. Presidente<br>Teléf. de Contacto: 03537- 415288 - *119 / 03537-15512070<br>E-Mail de contacto: estudio.centeno@hotmail.com<br>WEB: www.fundelo.org.ar<br>Perfil de Facebook: Fundelo<br>Twitter: @fundelobv<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -62.688126<br>Sur: -32.629808",Fundación para el Desarrollo Local de la Ciudad de Bell Ville,122,30-70756827-1,25 de Mayo 19 - -,Bell Ville,Córdoba,2550,"Briner, Carlos E. Presidente",03537- 415288 - *119 / 03537-15512070,estudio.centeno@hotmail.com,www.fundelo.org.ar,Fundelo,@fundelobv,INCUBADORA PAC y Fondo Semilla,incubadora,-62.688126,-32.629808,"<Point><coordinates>-62.688126,-32.629808,0.0</coordinates></Point>"
"Nro de Inscripción: 125<br>CUIT: 30-70783857-0<br>Domicilio: Milagro de los Andes S/N<br>Localidad: Malargüe<br>Provincia: Mendoza<br>Código Postal: 5613<br>Referente y Cargo: Jorge Tieppo Secretario de Hacienda y Producción<br>Teléf. de Contacto: (0260)4470268<br>E-Mail de contacto: jtieppo@malargue.gov.ar, tamisilva@malargue.gov.ar<br>WEB: http://www.malargue.gov.ar/<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -69.592261<br>Sur: -35.466621",Fundación para el Desarrollo Económico y la Promoción Empresarial de Malargüe,125,30-70783857-0,Milagro de los Andes S/N,Malargüe,Mendoza,5613,Jorge Tieppo Secretario de Hacienda y Producción,(0260)4470268,"jtieppo@malargue.gov.ar, tamisilva@malargue.gov.ar",http://www.malargue.gov.ar/,,,INCUBADORA PAC y Fondo Semilla,incubadora,-69.592261,-35.466621,"<Point><coordinates>-69.592261,-35.466621,0.0</coordinates></Point>"
"Nro de Inscripción: 117<br>CUIT: 30-70782534-7<br>Domicilio: 25 de Mayo y Francia campus Miguelete - Campus Miguelete<br>Localidad: San Martín<br>Provincia: Buenos Aires<br>Código Postal: 1650<br>Referente y Cargo: Haim, Liliana Directora de la Oficina de Bioemprendedores y Transferencia<br>Teléf. de Contacto: <br>E-Mail de contacto: <br>WEB: http://www.iib.unsam.edu.ar/bioemprendedores/<br>Perfil de Facebook: https://www.facebook.com/bioemprendedores/<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.525217<br>Sur: -34.579507",Instituto de Investigaciones Biotecnológicas de la Universidad Nacional de San Martín (UNSAM),117,30-70782534-7,25 de Mayo y Francia campus Miguelete - Campus Miguelete,San Martín,Buenos Aires,1650,"Haim, Liliana Directora de la Oficina de Bioemprendedores y Transferencia",,,http://www.iib.unsam.edu.ar/bioemprendedores/,https://www.facebook.com/bioemprendedores/,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.525217,-34.579507,"<Point><coordinates>-58.525217,-34.579507,0.0</coordinates></Point>"
Nro de Inscripción: 129<br>CUIT: 30-64425948-6<br>Domicilio: Roque Saenz Peña 938 6 piso<br>Localidad: CABA<br>Provincia: CABA<br>Código Postal: C1053AAR<br>Referente y Cargo: Eduardo Cassullo Director General<br>Teléf. de Contacto: 4326-0525<br>E-Mail de contacto: presidencia@ubatec.uba.ar<br>WEB: www.ubatec.uba.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.379985<br>Sur: -34.604634,UBATEC S.A.,129,30-64425948-6,Roque Saenz Peña 938 6 piso,CABA,CABA,C1053AAR,Eduardo Cassullo Director General,4326-0525,presidencia@ubatec.uba.ar,www.ubatec.uba.ar,,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.379985,-34.604634,"<Point><coordinates>-58.379985,-34.604634,0.0</coordinates></Point>"
Nro de Inscripción: 124<br>CUIT: 30-69864744-9<br>Domicilio: Moreno 2765 - -<br>Localidad: Olavarria<br>Provincia: Buenos Aires<br>Código Postal: <br>Referente y Cargo: Horacio Oscar Balbiani Gerente<br>Teléf. de Contacto: <br>E-Mail de contacto: <br>WEB: www.olavaria.gov.ar<br>Perfil de Facebook: -<br>Twitter: -<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -60.321998<br>Sur: -36.894652,Centro IDEB Olavarría,124,30-69864744-9,Moreno 2765 - -,Olavarria,Buenos Aires,,Horacio Oscar Balbiani Gerente,,,www.olavaria.gov.ar,-,-,INCUBADORA PAC y Fondo Semilla,incubadora,-60.321998,-36.894652,"<Point><coordinates>-60.321998,-36.894652,0.0</coordinates></Point>"
Nro de Inscripción: 130<br>CUIT: 30-71193127-5<br>Domicilio: La Pinta 3945<br>Localidad: Comodoro Rivadavia<br>Provincia: Chubut<br>Código Postal: U9002AXI<br>Referente y Cargo: Matías Garbuglia Secretario<br>Teléf. de Contacto: 297 4444008<br>E-Mail de contacto: matiasgarbuglia10@gmail.com<br>WEB: www.misioninternacionalenlinea.com<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -67.533490<br>Sur: -45.857954,Asociación Cristiana Misión Internacional,130,30-71193127-5,La Pinta 3945,Comodoro Rivadavia,Chubut,U9002AXI,Matías Garbuglia Secretario,297 4444008,matiasgarbuglia10@gmail.com,www.misioninternacionalenlinea.com,,,INCUBADORA PAC y Fondo Semilla,incubadora,-67.53349,-45.857954,"<Point><coordinates>-67.53349,-45.857954,0.0</coordinates></Point>"
Nro de Inscripción: 119<br>CUIT: 30-65966642-8<br>Domicilio: Ruta Prvincial N° 67 sin número<br>Localidad: Rivadavia<br>Provincia: Mendoza<br>Código Postal: 5577<br>Referente y Cargo: Guillermo Rosso Bonet Gerente<br>Teléf. de Contacto: 54 9 263 4 21 5137; +54 9 263 4 21 3714<br>E-Mail de contacto: grossobonet@rivadaviamendoza.gov.ar<br>WEB: www.rivadaviamendoza.gov.ar<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -68.466886<br>Sur: -33.195033,Rivadavia Emprende,119,30-65966642-8,Ruta Prvincial N° 67 sin número,Rivadavia,Mendoza,5577,Guillermo Rosso Bonet Gerente,54 9 263 4 21 5137; +54 9 263 4 21 3714,grossobonet@rivadaviamendoza.gov.ar,www.rivadaviamendoza.gov.ar,,,INCUBADORA PAC y Fondo Semilla,incubadora,-68.466886,-33.195033,"<Point><coordinates>-68.466886,-33.195033,0.0</coordinates></Point>"
Nro de Inscripción: 128<br>CUIT: 20-27421452-0<br>Domicilio: 34 767<br>Localidad: Balcarce<br>Provincia: Buenos Aires<br>Código Postal: <br>Referente y Cargo: FEDERICO CONTADOR PUBLICO ( Magister en Agroeconomia)<br>Teléf. de Contacto: <br>E-Mail de contacto: <br>WEB: <br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.250160<br>Sur: -37.855808,Bodega Federico Fermin,128,20-27421452-0,34 767,Balcarce,Buenos Aires,,FEDERICO CONTADOR PUBLICO ( Magister en Agroeconomia),,,,,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.25016,-37.855808,"<Point><coordinates>-58.25016,-37.855808,0.0</coordinates></Point>"
Nro de Inscripción: 131<br>CUIT: 30-71473907-3<br>Domicilio: GIBRALTAR 5919 1 C<br>Localidad: ISIDRO CASANOVA<br>Provincia: Buenos Aires<br>Código Postal: <br>Referente y Cargo: PRIETO MAXIMILIANO PRESIDENTE<br>Teléf. de Contacto: <br>E-Mail de contacto: <br>WEB: <br>Perfil de Facebook: facebook.com/ong.GENS<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.572163<br>Sur: -34.716355,"G.E.N.S. - GENERADORES DE EDUCACIÓN, NOCIONES Y SABERES",131,30-71473907-3,GIBRALTAR 5919 1 C,ISIDRO CASANOVA,Buenos Aires,,PRIETO MAXIMILIANO PRESIDENTE,,,,facebook.com/ong.GENS,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.572163,-34.716355,"<Point><coordinates>-58.572163,-34.716355,0.0</coordinates></Point>"
Nro de Inscripción: 127<br>CUIT: 30-71433668-8<br>Domicilio: Calle 62 y 239 – Nemesio Parma S/N<br>Localidad: Posadas<br>Provincia: Misiones<br>Código Postal: 3300<br>Referente y Cargo: Hugo Alberto Mario Sciutto Gerente General Operativo Parque Industrial Posadas SAPEM<br>Teléf. de Contacto: 0376 4484403/04<br>E-Mail de contacto: hugosciutto@gmail.com<br>WEB: http://www.pip.posadas.gov.ar/<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -55.992420<br>Sur: -27.370922,Incubadora de Empresas del Parque Industrial Posadas INCUPIP,127,30-71433668-8,Calle 62 y 239 – Nemesio Parma S/N,Posadas,Misiones,3300,Hugo Alberto Mario Sciutto Gerente General Operativo Parque Industrial Posadas SAPEM,0376 4484403/04,hugosciutto@gmail.com,http://www.pip.posadas.gov.ar/,,,INCUBADORA PAC y Fondo Semilla,incubadora,-55.99242,-27.370922,"<Point><coordinates>-55.99242,-27.370922,0.0</coordinates></Point>"
Nro de Inscripción: 118<br>CUIT: 30-71526733-7<br>Domicilio: San Lorenzo 1822 - -<br>Localidad: La Capital<br>Provincia: Santa Fe<br>Código Postal: 3000<br>Referente y Cargo: Yamil Casim Tesorero<br>Teléf. de Contacto: 0342-156313289<br>E-Mail de contacto: nuevaciudadsf@gmail.com<br>WEB: www.facebook.com/NuevaCiudad<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -60.719346<br>Sur: -31.652748,Nueva Ciudad,118,30-71526733-7,San Lorenzo 1822 - -,La Capital,Santa Fe,3000,Yamil Casim Tesorero,0342-156313289,nuevaciudadsf@gmail.com,www.facebook.com/NuevaCiudad,,,INCUBADORA PAC y Fondo Semilla,incubadora,-60.719346,-31.652748,"<Point><coordinates>-60.719346,-31.652748,0.0</coordinates></Point>"
Nro de Inscripción: 121<br>CUIT: 33-62574697-9<br>Domicilio: Av. Donato Alvarez 380<br>Localidad: Córdoba<br>Provincia: Córdoba<br>Código Postal: 5147<br>Referente y Cargo: Marco Lorenzatti Secretario de Posgrado y Educación Continua<br>Teléf. de Contacto: 0351 4144444<br>E-Mail de contacto: malorenzatti@ubp.edu.ar<br>WEB: www.ubp.edu.ar www.doingLABS.org<br>Perfil de Facebook: https://www.facebook.com/Doinglabs/?fref=ts<br>Twitter: @doinglabs @ubpascal<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -64.257210<br>Sur: -31.338592,Universidad Blas Pascal,121,33-62574697-9,Av. Donato Alvarez 380,Córdoba,Córdoba,5147,Marco Lorenzatti Secretario de Posgrado y Educación Continua,0351 4144444,malorenzatti@ubp.edu.ar,www.ubp.edu.ar www.doingLABS.org,https://www.facebook.com/Doinglabs/?fref=ts,@doinglabs @ubpascal,INCUBADORA PAC y Fondo Semilla,incubadora,-64.25721,-31.338592,"<Point><coordinates>-64.25721,-31.338592,0.0</coordinates></Point>"
Nro de Inscripción: 126<br>CUIT: 30-99903192-3<br>Domicilio: Casado 2090<br>Localidad: Casilda<br>Provincia: Santa Fe<br>Código Postal: 2170<br>Referente y Cargo: ING. FERNANDO SAMBRAILO / PROF. MARIA LAURA PAGLIALONGA SECRETARIO DE PRODUCCION/ SUB SECRETARIA DE PRODUCCION<br>Teléf. de Contacto: 03464 422211 / 212 - interno 122<br>E-Mail de contacto: fsambrailo@casilda.gov.ar; secproduccion@casilda.gov.ar<br>WEB: www.casilda.gov.ar<br>Perfil de Facebook: Municipalidad de Casilda<br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -61.163536<br>Sur: -33.043081,MUNICIPALIDAD DE CASILDA,126,30-99903192-3,Casado 2090,Casilda,Santa Fe,2170,ING. FERNANDO SAMBRAILO / PROF. MARIA LAURA PAGLIALONGA SECRETARIO DE PRODUCCION/ SUB SECRETARIA DE PRODUCCION,03464 422211 / 212 - interno 122,fsambrailo@casilda.gov.ar; secproduccion@casilda.gov.ar,www.casilda.gov.ar,Municipalidad de Casilda,,INCUBADORA PAC y Fondo Semilla,incubadora,-61.163536,-33.043081,"<Point><coordinates>-61.163536,-33.043081,0.0</coordinates></Point>"
Nro de Inscripción: 120<br>CUIT: 30-70841485-5<br>Domicilio: entre rios 2942 9 d<br>Localidad: La Matanza<br>Provincia: Buenos Aires<br>Código Postal: <br>Referente y Cargo: Barrionuevo Rodolfo Oscar Presidente (IMDES)<br>Teléf. de Contacto: <br>E-Mail de contacto: <br>WEB: www.lamatanza.gov.ar/Pages/imdes.aspx<br>Perfil de Facebook: <br>Twitter: <br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -58.560899<br>Sur: -34.675509,Instituto Municipal de Desarrollo Economico y Social (imdes),120,30-70841485-5,entre rios 2942 9 d,La Matanza,Buenos Aires,,Barrionuevo Rodolfo Oscar Presidente (IMDES),,,www.lamatanza.gov.ar/Pages/imdes.aspx,,,INCUBADORA PAC y Fondo Semilla,incubadora,-58.560899,-34.675509,"<Point><coordinates>-58.560899,-34.675509,0.0</coordinates></Point>"
Nro de Inscripción: 8<br>CUIT: 30-70866613-7<br>Domicilio: Dr. Ernesto Padilla s/nº<br>Localidad: Tilcara<br>Provincia: Jujuy<br>Código Postal: 4624<br>Referente y Cargo: Ing. Alejandro Martinez Coordinador de Proyectos<br>Teléf. de Contacto: 0388-154042333<br>E-Mail de contacto: consultas@emprendedoresnorte.org.ar<br>WEB: www.emprendedoresnorte.org.ar<br>Perfil de Facebook: https://www.facebook.com/asociacionemprendedoresdelnorte/<br>Twitter: @empdelnorte<br>Programas: INCUBADORA PAC y Fondo Semilla<br>Oeste: -65.396131<br>Sur: -23.579108,Asociación Emprendedores del Norte (Sede Tilcara),8,30-70866613-7,Dr. Ernesto Padilla s/nº,Tilcara,Jujuy,4624,Ing. Alejandro Martinez Coordinador de Proyectos,0388-154042333,consultas@emprendedoresnorte.org.ar,www.emprendedoresnorte.org.ar,https://www.facebook.com/asociacionemprendedoresdelnorte/,@empdelnorte,INCUBADORA PAC y Fondo Semilla,incubadora,-65.396131,-23.579108,"<Point><coordinates>-65.396131,-23.579108,0.0</coordinates></Point>"
