Categoría,description,Articulador,Provincia,Localidad,Email,Sitio Web,Dirección,Teléfono,latitude,longitude
Centros de Atención Local,CAL – Chubut – Esquel,Centro de Atención Local,Chubut,Esquel,calesquel@hotmail.com,,Av. Pte. H. Yrigoyen 1169 (entre Don Bosco y Rogero)  - CP U9200BHI - Esquel (Chubut),(02945) 456753,-42.917573,-71.337188
Centros Integradores Comunitarios,CIC – Tucumán – Medinas,Centro Integrador Comunitario,Tucumán,Medinas,,,Av. Mitre y Belgrano - Medinas (Tucumán),,-27.419297,-65.536503
Centros Integradores Comunitarios,CIC – Tucumán – Monteros,CIC LEON ROUGES,Tucumán,Monteros,,,Calle Diego de Villarroel  y Monteagudo - B° Montero Viejo - Monteros (Tucumán),,-27.163958,-65.49633
Centros Integradores Comunitarios,CIC – Tucumán – Alderetes,Centro Integrador Comunitario,Tucumán,Alderetes,,,Av. Eva Perón e/ Balcarse y Miguel Lillo  - Alderetes (Tucumán),,-26.816669,-65.133331
Centros Integradores Comunitarios,CIC – Tucumán – Cevil Redondo,Centro Integrador Comunitario,Tucumán,Cevil Redondo,,,Los Sauces e/ Santa Rita y Santa María  - Cevil Redondo (Tucumán),,-26.783331,-65.28334
Centros Integradores Comunitarios,CIC – Tucumán – Río Seco,Centro Integrador Comunitario,Tucumán,Río Seco,,,Ruta Nacional 38 esq Jujuy  - Río Seco (Tucumán),,-27.267693,-65.557457
Centros Integradores Comunitarios,CIC – Tucumán – El Sacrificio,Centro Integrador Comunitario,Tucumán,El Sacrificio,,,Ruta 38 Km 704 - El Sacrificio (Tucumán),(03865) 15586714,-26.946846,-65.285708
Centros Integradores Comunitarios,CIC – Santiago del Estero – Real Sayana,Centro Integrador Comunitario,Santiago del Estero,Real Sayana,,,Acceso Sur y Avda. Real Sayana Oeste S/N - Real Sayana (Santiago del Estero),,-28.816669,-62.849998
Centros Integradores Comunitarios,CIC – Santiago del Estero – Sachayoj,Centro Integrador Comunitario,Santiago del Estero,Sachayoj,,,"Circunvalación Acceso Sur, B° 17 de Noviembre - CP 3731 - Sachayoj (Santiago del Estero)",,-26.675478,-61.814951
Centros Integradores Comunitarios,CIC – Santiago del Estero – Fernández,Centro Integrador Comunitario,Santiago del Estero,Fernández,,,Av. Buenos Aires y América Central - Barrio Las Américas - Fernández (Santiago del Estero),,-27.922535,-63.893635
Centros Integradores Comunitarios,CIC – Santiago del Estero – Termas de Río Hondo,Centro Integrador Comunitario,Santiago del Estero,Termas de Río Hondo,,,"Victoria Ocampo y Las Rosas, Sector C - Villa Balnearia - Termas de Río Hondo (Santiago del Estero)",,-27.509837,-64.847404
Centros Integradores Comunitarios,CIC – Santiago del Estero – Pozo Hondo,Centro Integrador Comunitario,Santiago del Estero,Pozo Hondo,,,Juan Carrizo S/N - Pozo Hondo (Santiago del Estero),,-27.162729,-64.486389
Centros Integradores Comunitarios,CIC – Santiago del Estero – Monte Quemado,Centro Integrador Comunitario,Santiago del Estero,Monte Quemado,,,Alberdi y Eudolio Luna - Barrio Virgen del Carballo - Monte Quemado (Santiago del Estero),,-25.803506,-62.83042
Centros Integradores Comunitarios,CIC – Santiago del Estero – Santiago del Estero,Centro Integrador Comunitario,Santiago del Estero,Santiago del Estero,,,Av. Ingenio Contreras esq. 2 de Septiembre - Santiago del Estero (Santiago del Estero),,-27.78442,-64.267281
Centros Integradores Comunitarios,CIC – Santiago del Estero – Forres,Centro Integrador Comunitario,Santiago del Estero,Forres,,,Av. Libertad e/ Eva Perón y Francisco Bustos - Barrio Progreso - Forres (Santiago del Estero),,-27.867154,-63.970942
Centros Integradores Comunitarios,CIC – Santiago del Estero – Beltrán,Centro Integrador Comunitario,Santiago del Estero,Beltrán,,,Av. 27 de Abril esq. Moreno - Beltrán (Santiago del Estero),,-27.828604,-64.061356
Centros Integradores Comunitarios,CIC – Santiago del Estero – Selva,Centro Integrador Comunitario,Santiago del Estero,Selva,,,1° de Mayo N° 1010 y Fragata Libertad - Bº Malvinas - Selva (Santiago del Estero),,-29.768272,-62.047424
Centros Integradores Comunitarios,CIC – Santiago del Estero – Loreto,Centro Integrador Comunitario,Santiago del Estero,Loreto,,,"Juan Domingo Perón y Artemio Gramajo, B° Polígono - Loreto (Santiago del Estero)",,-28.302597,-64.187681
Centros Integradores Comunitarios,CIC – Santiago del Estero – Suncho Corral,Centro Integrador Comunitario,Santiago del Estero,Suncho Corral,,,Catamarca y Ruta Prov. N° 2 - Suncho Corral (Santiago del Estero),,-27.933334,-63.430054
Centros Integradores Comunitarios,CIC – Santiago del Estero – Bandera,Centro Integrador Comunitario,Santiago del Estero,Bandera,,,Av. Del Trabajo y Zapiola - Barrio Rivadavia - Bandera (Santiago del Estero),,-28.886496,-62.264931
Centros Integradores Comunitarios,CIC – Salta – Cnel. Cornejo,Centro Integrador Comunitario,Salta,Cnel. Cornejo,,,Los Paraísos S/N - CP 4562 - Cnel. Cornejo (Salta),,-22.735359,-63.821896
Centros Integradores Comunitarios,CIC – Jujuy – Valle Grande,Centro Integrador Comunitario,Jujuy,Valle Grande,,,Calle Pública S/N - Valle Grande (Jujuy),,-23.47504,-64.93744
Centros Integradores Comunitarios,CIC – Jujuy – Chalala,Centro Integrador Comunitario,Jujuy,Chalala,,,Calle El Cardón S/N - Chalala (Jujuy),,-23.746636,-65.499245
Centros Integradores Comunitarios,CIC – Jujuy – Maimará,Centro Integrador Comunitario,Jujuy,Maimará,,,Paraje san pedrito - Maimará (Jujuy),,-23.624559,-65.408726
Centros Integradores Comunitarios,CIC – Jujuy – Juella,Centro Integrador Comunitario,Jujuy,Juella,,,Calle Pública S/N - Juella (Jujuy),,-23.522468,-65.400208
Centros Integradores Comunitarios,CIC – Jujuy – Huacalera,Centro Integrador Comunitario,Jujuy,Huacalera,,,"Ruta 9 S/N, Manzana 14 lote A1, B° Norte - Huacalera (Jujuy)",,-23.43333,-65.35
Centros Integradores Comunitarios,CIC – Jujuy – Vinalito,Centro Integrador Comunitario,Jujuy,Vinalito,,,"Centro Mza 634 Lote 11, 12 y 13 - Vinalito (Jujuy)",,-23.66203,-64.412228
Centros Integradores Comunitarios,CIC – Jujuy – Santa Clara,Centro Integrador Comunitario,Jujuy,Santa Clara,,,Calle Pública S/N - Santa Clara (Jujuy),,-24.307771,-64.659316
Centros Integradores Comunitarios,CIC – Jujuy – El Talar,Centro Integrador Comunitario,Jujuy,El Talar,,,Buenos Aires Manzana 42 - El Talar (Jujuy),,-23.558006,-64.362529
Centros Integradores Comunitarios,CIC – Jujuy – El Piquete,Centro Integrador Comunitario,Jujuy,El Piquete,,,Jujuy esq. La Merced - El Piquete (Jujuy),,-24.178162,-64.679882
Centros Integradores Comunitarios,CIC – Jujuy – La Mendieta,Centro Integrador Comunitario,Jujuy,La Mendieta,,,Angélica Blasco esq. Winter - La Mendieta (Jujuy),,-24.314238,-64.966876
Centros Integradores Comunitarios,CIC – Jujuy – La Esperanza,Centro Integrador Comunitario,Jujuy,La Esperanza,,,Cristian Savino Mikelsen S/N - La Esperanza (Jujuy),,-24.230989,-64.86842
Centros Integradores Comunitarios,CIC – Jujuy – El Rodeito,Centro Integrador Comunitario,Jujuy,El Rodeito,,,Ruta Provincial Nº 1 S/N - Barrio J.J. bazan - El Rodeito (Jujuy),,-22.296146,-65.919176
Centros Integradores Comunitarios,CIC – Jujuy – Yuto,Centro Integrador Comunitario,Jujuy,Yuto,,,Mza 7 Lote 2 y 3 - Yuto (Jujuy),,-23.642765,-64.4719
Centros Integradores Comunitarios,CIC – Jujuy – Caimancito,Centro Integrador Comunitario,Jujuy,Caimancito,,,Santiago del Estero 903 - Caimancito (Jujuy),,-23.738297,-64.594092
Centros Integradores Comunitarios,CIC – Jujuy – Uquía,Centro Integrador Comunitario,Jujuy,Uquía,,,Calle Pública S/N - Uquía (Jujuy),,-22.663321,-66.236717
Centros Integradores Comunitarios,CIC – Jujuy – Esteban Leach,Centro Integrador Comunitario,Jujuy,Esteban Leach,,,Calle Pública S/N - Esteban Leach (Jujuy),,-22.663321,-66.236717
Centros Integradores Comunitarios,CIC – Jujuy – Canal de Beagle,Centro Integrador Comunitario,Jujuy,Canal de Beagle,,,Chacho Peñaloza y Carlos Quispe - Canal de Beagle (Jujuy),,-22.663321,-66.236717
Centros Integradores Comunitarios,CIC – Jujuy – B La Loma,Centro Integrador Comunitario,Jujuy,B La Loma,,,Tiraxi entre Av. Los Ceibos y Av. Los Lapachos - B La Loma (Jujuy),,-24.477051,-65.076969
Centros Integradores Comunitarios,CIC – Jujuy – Perico,Centro Integrador Comunitario,Jujuy,Perico,,,23 de Agosto y Susques - Perico (Jujuy),,-24.382339,-65.120838
Centros Integradores Comunitarios,CIC – Jujuy – San Salvador,Centro Integrador Comunitario,Jujuy,San Salvador,,,Marina Vilte esq. Choarcan - San Salvador (Jujuy),,-24.248725,-65.27235
Centros Integradores Comunitarios,CIC – Jujuy – Copacabana,Centro Integrador Comunitario,Jujuy,Copacabana,,,Barrio Alto Comedero - Copacabana (Jujuy),,-22.663321,-66.236717
Centros Integradores Comunitarios,CIC – Jujuy – Susques,Centro Integrador Comunitario,Jujuy,Susques,,,San Luis Esq. Rinconada y Santo Domingo - Susques (Jujuy),,-23.416667,-66.483333
Centros Integradores Comunitarios,CIC – Jujuy – Cusi Cusi,Centro Integrador Comunitario,Jujuy,Cusi Cusi,,,Calle Pública S/N - Cusi Cusi (Jujuy),,-22.3,-66.533333
Centros Integradores Comunitarios,CIC – Jujuy – Humahuaca,Centro Integrador Comunitario,Jujuy,Humahuaca,,,Calle Pública S/N - Humahuaca (Jujuy),,-23.203963,-65.348609
Centros Integradores Comunitarios,CIC – Catamarca – El Desmonte,Centro Integrador Comunitario,Catamarca,El Desmonte,,,16 de Agosto S/N San José Sta. María - El Desmonte (Catamarca),,-26.886877,-66.100067
Centros Integradores Comunitarios,CIC – Catamarca – Recreo,Centro Integrador Comunitario,Catamarca,Recreo,,,Barrio San Martín (Ex pista de Aviones) - Recreo (Catamarca),,-29.279228,-65.063652
Centros Integradores Comunitarios,CIC – Catamarca – San Fernando del Valle de Catamarca,Centro Integrador Comunitario,Catamarca,San Fernando del Valle de Catamarca,,,Av. Virgen del Valle esquina Los Tilos - San Fernando del Valle de Catamarca (Catamarca),,-28.468991,-65.778972
Centros Integradores Comunitarios,CIC – Catamarca – San José,Centro Integrador Comunitario,Catamarca,San José,,,Ruta Provincial N° 40 - San José (Catamarca),,-26.812259,-66.089578
Centros Integradores Comunitarios,CIC – Catamarca – Pomán,Centro Integrador Comunitario,Catamarca,Pomán,,,El Pajonal - Pomán (Catamarca),,-28.39966,-66.217346
Centros Integradores Comunitarios,CIC – Catamarca – Belen,Centro Integrador Comunitario,Catamarca,Belen,,,Av. De Circunvalación S/N - Belen (Catamarca),,-27.649839,-67.033081
Centros Integradores Comunitarios,CIC – Buenos Aires – San Nicolás,Centro Integrador Comunitario,Buenos Aires,San Nicolás,,,Calles José Hernández y Bergantín 25 de Mayo - San Nicolás (Buenos Aires),,-33.351081,-60.23965
Centros Integradores Comunitarios,CIC – Buenos Aires – San Martín,Centro Integrador Comunitario,Buenos Aires,San Martín,,,Av. de los Constituyentes 3146 - Villa Zagala - CP B1650ZAB - San Martín (Buenos Aires),(011) 4589-4802,-34.549757,-58.524921
Centros Integradores Comunitarios,CIC – Buenos Aires – Rojas,Centro Integrador Comunitario,Buenos Aires,Rojas,,,20 de Diciembre y Azara - B° El Progreso - Rojas (Buenos Aires),,-34.197744,-60.733881
Centros Integradores Comunitarios,CIC – Buenos Aires – Rivadavia,Centro Integrador Comunitario,Buenos Aires,Rivadavia,,,Calles José Hernández y Eva Perón - Rivadavia (Buenos Aires),(02392) 15494920,-35.483333,-62.966667
Centros Integradores Comunitarios,CIC – Buenos Aires – Partido de La Costa,Centro Integrador Comunitario,Buenos Aires,Partido de La Costa,,,Calle Irigoyen y Solís - Las Toninas - Partido de La Costa (Buenos Aires),,-36.484067,-56.699895
Centros Integradores Comunitarios,CIC – Buenos Aires – Necochea,Centro Integrador Comunitario,Buenos Aires,Necochea,,,Calle 76-78 e/ 51 y 53 - Necochea (Buenos Aires),,-38.549268,-58.750389
Centros Integradores Comunitarios,CIC – Buenos Aires – Lincoln,Centro Integrador Comunitario,Buenos Aires,Lincoln,,,Av. Ayacucho e/ Gutiérrez y Hernández - Lincoln (Buenos Aires),,-34.867859,-61.53442
Centros Integradores Comunitarios,CIC – Buenos Aires – La Matanza,Centro Integrador Comunitario,Buenos Aires,La Matanza,,,Itaú y El Poncho - Torero - La Matanza (Buenos Aires),,-34.707328,-58.633089
Centros Integradores Comunitarios,CIC – Buenos Aires – La Matanza,Centro Integrador Comunitario,Buenos Aires,La Matanza,,,Berna y P. Moreno - Manzanares - CP 1629 - La Matanza (Buenos Aires),,-34.46072,-59.00959
Centros Integradores Comunitarios,CIC – Buenos Aires – La Matanza,Centro Integrador Comunitario,Buenos Aires,La Matanza,,,Santiago del Estero y Gamarra - Los Alamos - La Matanza (Buenos Aires),,-36.899448,-62.357945
Centros Integradores Comunitarios,CIC – Buenos Aires – Junín,Centro Integrador Comunitario,Buenos Aires,Junín,,,Alvear y Alberti - Junín (Buenos Aires),,-34.569464,-60.931796
Centros Integradores Comunitarios,CIC – Buenos Aires – José C. Paz,Centro Integrador Comunitario,Buenos Aires,José C. Paz,,,Calle Saavedra Lamas e/ San Salvador y Otawa - José C. Paz (Buenos Aires),,-34.521904,-58.810136
Centros Integradores Comunitarios,CIC – Buenos Aires – Florentino Ameghino,Centro Integrador Comunitario,Buenos Aires,Florentino Ameghino,,,"Calle 12, entre 9 y 11 - Florentino Ameghino (Buenos Aires)",,-34.816667,-62.45
Centros Integradores Comunitarios,CIC – Buenos Aires – Chascomús,Centro Integrador Comunitario,Buenos Aires,Chascomús,,,Calle 30 de Mayo - Chascomús (Buenos Aires),,-35.565491,-58.016048
Centros Integradores Comunitarios,CIC – Buenos Aires – Avellaneda,Centro Integrador Comunitario,Buenos Aires,Avellaneda,,,Gibraltar y Venzuela - Barrio Santo Domingo - Avellaneda (Buenos Aires),,-34.70036,-58.36121
Centros Integradores Comunitarios,CIC – Buenos Aires – Quilmes,Centro Integrador Comunitario,Buenos Aires,Quilmes,,,La Merced e/ Calle 18 bis y Calle 19 bis - La Ribera - Quilmes (Buenos Aires),,-34.709374,-58.22681
Centros Integradores Comunitarios,CIC – Buenos Aires – Quilmes,Centro Integrador Comunitario,Buenos Aires,Quilmes,,,Calle 816 bis e/ Calle 889 y Calle 890 -  Barrio La Matera - Quilmes (Buenos Aires),,-34.75863,-58.317629
Centros Integradores Comunitarios,CIC – Buenos Aires – Quilmes,Centro Integrador Comunitario,Buenos Aires,Quilmes,,,La Florida e/ Rodriguez y Necochea - Barrio La Esperanza - Ezpeleta - Quilmes (Buenos Aires),,-34.763315,-58.254061
Centros Integradores Comunitarios,CIC – Buenos Aires – Florencio Varela,Centro Integrador Comunitario,Buenos Aires,Florencio Varela,,,Calle 1336 e/ 1319 y 1321 - B° San Francisco - Florencio Varela (Buenos Aires),,-34.867958,-58.272943
Centros Integradores Comunitarios,CIC – Buenos Aires – Florencio Varela,Centro Integrador Comunitario,Buenos Aires,Florencio Varela,,,Yugoslavia e/ La Haya y Madrid - B° Pico de Oro - Florencio Varela (Buenos Aires),,-34.837988,-58.285904
Centros Integradores Comunitarios,CIC – Buenos Aires – Florencio Varela,Centro Integrador Comunitario,Buenos Aires,Florencio Varela,,,Calle 1134 e/ 1145 y 1147 - Ing. Allan - Florencio Varela (Buenos Aires),,-34.869137,-58.199258
Centros Integradores Comunitarios,CIC – Buenos Aires – Berazategui,Centro Integrador Comunitario,Buenos Aires,Berazategui,,,Calle 58 e/ Calle 121 y Calle 120 - B° Kennedy Sur - Berazategui (Buenos Aires),,-34.816675,-58.187993
Centros Integradores Comunitarios,CIC – Buenos Aires – Berazategui,Centro Integrador Comunitario,Buenos Aires,Berazategui,,,"Calle 161 esquina Calle 44 ""a"" - B° 3 de Junio - Berazategui (Buenos Aires)",,-34.780716,-58.170311
Centros Integradores Comunitarios,CIC – Buenos Aires – San José,Centro Integrador Comunitario,Buenos Aires,San José,,,San Luis e/ Frías y Conscripto Bernardi - San José (Buenos Aires),,-34.773027,-58.359118
Centros Integradores Comunitarios,CIC – Buenos Aires – Almirante Brown,Centro Integrador Comunitario,Buenos Aires,Almirante Brown,,,Alsina y Martín Fierro - B° El Gaucho - Burzaco - Almirante Brown (Buenos Aires),,-34.818738,-58.371721
Centros Integradores Comunitarios,CIC – Buenos Aires – Almirante Brown,Centro Integrador Comunitario,Buenos Aires,Almirante Brown,,,"Río Carcarañá e/ Eva Perón, Río Colorado y Río Blanco - B° Don Orione - Claypole - Almirante Brown (Buenos Aires)",,-34.818701,-58.347037
Centros Integradores Comunitarios,CIC – Buenos Aires – General Pueyrredón,Centro Integrador Comunitario,Buenos Aires,General Pueyrredón,,,Calle Santa Cruz y Rauch - B° Malvinas Argentinas - Mar del Plata - General Pueyrredón (Buenos Aires),,-37.972028,-57.601233
Centros Integradores Comunitarios,CIC – Buenos Aires – General Pueyrredón,Centro Integrador Comunitario,Buenos Aires,General Pueyrredón,,,Cnel. Vidal y Gutemberg - Barrio El Martillo - Mar del Plata - General Pueyrredón (Buenos Aires),,-38.032491,-57.599629
Centros Integradores Comunitarios,CIC – Buenos Aires – Florencio Varela,Centro Integrador Comunitario,Buenos Aires,Florencio Varela,,,Calle 724 (Río Traful) y 749 (Río Juramento) - Pista de Trote - Florencio Varela (Buenos Aires),,-34.825342,-58.264198
Centros Integradores Comunitarios,CIC – Santa Fe – La Gallareta,Centro Integrador Comunitario,Santa Fe,La Gallareta,,,Calle Pública S/N - La Gallareta (Santa Fé),,-29.583294,-60.378334
Centros Integradores Comunitarios,CIC – Santa Fe – Intiyaco,Centro Integrador Comunitario,Santa Fe,Intiyaco,,,Calle Pública S/N - Intiyaco (Santa Fé),,-28.670708,-60.069122
Centros Integradores Comunitarios,CIC – Santa Fe – Golondrina,Centro Integrador Comunitario,Santa Fe,Golondrina,,,Calle Pública S/N - Golondrina (Santa Fé),,-28.557039,-60.024185
Centros Integradores Comunitarios,CIC – Santa Fe – Fortín Olmos,Centro Integrador Comunitario,Santa Fe,Fortín Olmos,,,Corrientes S/N - Fortín Olmos (Santa Fe),,-29.465662,-60.211794
Centros Integradores Comunitarios,CIC – Santa Fe – Cañada Ombú,Centro Integrador Comunitario,Santa Fe,Canada Ombú,,,Calle Pública S/N - Cañada Ombú (Santa Fe),,-28.309174,-59.984428
Centros Integradores Comunitarios,CIC – Santa Fe – Villa Guillermina,Centro Integrador Comunitario,Santa Fe,Villa Guillermina,,,"Manzana Nº 15, Lote 3 - Villa Guillermina (Santa Fé)",,-28.243505,-59.452911
Centros Integradores Comunitarios,CIC – Santa Fe – Tacuarendi,Centro Integrador Comunitario,Santa Fe,Tacuarendi,,,"Manzana D, Lotes 9-10-11-12 - Tacuarendi (Santa Fé)",,-28.412916,-59.258919
Centros Integradores Comunitarios,CIC – Santa Fe – San Antonio de Obligado,Centro Integrador Comunitario,Santa Fe,San Antonio de Obligado,,,Calle Pública S/N - San Antonio de Obligado (Santa Fé),,-28.37866,-59.263832
Centros Integradores Comunitarios,CIC – Santa Fe – Malabrigo,Centro Integrador Comunitario,Santa Fe,Malabrigo,,,Av. General Obligado 1111 (esquina Tucumán) - Malabrigo (Santa Fé),,-29.347162,-59.967998
Centros Integradores Comunitarios,CIC – Santa Fe – Berna,Centro Integrador Comunitario,Santa Fe,Berna,,,Calle Pública S/N - Berna (Santa Fé),,-29.274803,-59.846016
Centros Integradores Comunitarios,CIC – Santa Fe – Venado Tuerto,Centro Integrador Comunitario,Santa Fe,Venado Tuerto,,,Vuelta de obligado entre la Av. Falucho y San Lorenzo - Venado Tuerto (Santa Fé),,-33.759455,-61.949801
Centros Integradores Comunitarios,CIC – Santa Fe – Cayastá,Centro Integrador Comunitario,Santa Fe,Cayastá,,,Rey Fernando y Alvaro Gil - Cayasta (Santa Fe),,-31.200001,-60.166672
Centros Integradores Comunitarios,CIC – Santa Fe – Ceres,Centro Integrador Comunitario,Santa Fe,Ceres,,,Pasaje Melián S/N - Ceres (Santa Fé),,-29.882811,-61.949161
Centros Integradores Comunitarios,CIC – Santa Fe – Callejón Roca,Centro Integrador Comunitario,Santa Fe,Callejón Roca,,,Callejón Roca y República de Siria - Callejón Roca (Santa Fe),,-31.603302,-60.690258
Centros Integradores Comunitarios,CIC – Santa Fe – El Trébol,Centro Integrador Comunitario,Santa Fe,El Trébol,,,Vuelta de Obligado entre la Av. Falucho y San Lorenzo - El Trébol (Santa Fe),,-32.198016,-61.70195
Centros Integradores Comunitarios,CIC – Santa Fe – Tostado,Centro Integrador Comunitario,Santa Fe,Tostado,,,Hipólito Yrigoyen y 6 de Caballería - Tostado (Santa Fé),,-29.232791,-61.771371
Centros Integradores Comunitarios,CIC – Santa Fe – Barrio Lanceros,Centro Integrador Comunitario,Santa Fe,Barrio Lanceros,,,Calle 41 esq. Calle 50-52 - Barrio Lanceros (Santa Fé),,-29.144819,-59.643524
Centros Integradores Comunitarios,CIC – Santa Cruz – Puerto San Julián,Centro Integrador Comunitario,Santa Cruz,Puerto San Julián,,,Calle Nicanor Hernández entre Pellegrini y Sargento Cabral  - Puerto San Julián (Santa Cruz),,-49.310183,-67.741742
Centros Integradores Comunitarios,CIC – Santa Cruz – El Calafate,Centro Integrador Comunitario,Santa Cruz,El Calafate,,,Sonia Simunovic esquina Ana Rosa Fuentes - B° Cerro Calafate - El Calafate (Santa Cruz),(02902) 489152,-50.340214,-72.270508
Centros Integradores Comunitarios,CIC – Santa Cruz – Río Gallegos,Centro Integrador Comunitario,Santa Cruz,Río Gallegos,,,Alvear y Los Pozos - Río Gallegos (Santa Cruz),,-51.633269,-69.198654
Centros Integradores Comunitarios,CIC – Santa Cruz – Río Turbio,Centro Integrador Comunitario,Santa Cruz,Río Turbio,,,"Calle Gendarmería Nacional, Fracción 24 - Río Turbio (Santa Cruz)",,-51.535553,-72.335637
Centros Integradores Comunitarios,CIC – Santa Cruz – Río Gallegos,Centro Integrador Comunitario,Santa Cruz,Río Gallegos,,,San José Obrero S/N entre Pasteur y 19 de Diciembre - Río Gallegos (Santa Cruz),,-51.616151,-69.243779
Centros Integradores Comunitarios,CIC – Santa Cruz – Río Gallegos,Centro Integrador Comunitario,Santa Cruz,Río Gallegos,,,Pasteur y Perito Moreno - Río Gallegos (Santa Cruz),,-51.619975,-69.23363
Centros Integradores Comunitarios,CIC – Santa Cruz – Río Gallegos,Centro Integrador Comunitario,Santa Cruz,Río Gallegos,,,13 de Julio y Arturo Illia - Río Gallegos (Santa Cruz),,-51.63769,-69.190822
Centros Integradores Comunitarios,CIC – Santa Cruz – Río Gallegos,Centro Integrador Comunitario,Santa Cruz,Río Gallegos,,,Angel Carnota S/N entre Laprida y Perón - Río Gallegos (Santa Cruz),,-51.634148,-69.228126
Centros Integradores Comunitarios,CIC – Santa Cruz – Río Gallegos,Centro Integrador Comunitario,Santa Cruz,Río Gallegos,,,B° Virgen del Valle - Río Gallegos (Santa Cruz),,-46.448777,-67.51189
Centros Integradores Comunitarios,CIC – Santa Cruz – Río Gallegos,Centro Integrador Comunitario,Santa Cruz,Río Gallegos,,,B° San Cayetano - Río Gallegos (Santa Cruz),,-46.466084,-67.52971
Centros Integradores Comunitarios,CIC – Santa Cruz – Caleta Olivia,Centro Integrador Comunitario,Santa Cruz,Caleta Olivia,,,"San Juan, entre San Lorenzo y Los Andes - B° Rotary 23 - Caleta Olivia (Santa Cruz)",,-46.4552,-67.532626
Centros Integradores Comunitarios,CIC – Santa Cruz – Pico Truncado,Centro Integrador Comunitario,Santa Cruz,Pico Truncado,,,Manzana 35 - Pico Truncado (Santa Cruz),,-46.799011,-67.966919
Centros Integradores Comunitarios,CIC – Santa Cruz – Las Heras,Centro Integrador Comunitario,Santa Cruz,Las Heras,"ciclasherasc@yahoo.com, www.ciclasherasc.blogspot",,Calles Comandante Luis Piedra Buena y Chaltén - Las Heras (Santa Cruz),(0297) 4976395,-46.538589,-68.944153
Centros Integradores Comunitarios,CIC – Santa Cruz – Gobernador Gregores,Centro Integrador Comunitario,Santa Cruz,Gobernador Gregores,,,Manzana 55 d - Gobernador Gregores (Santa Cruz),,-46.451275,-67.518196
Centros Integradores Comunitarios,CIC – Santa Cruz – Caleta Olivia,Centro Integrador Comunitario,Santa Cruz,Caleta Olivia,,,Circunscripción 4 – Sección 2 – Manzana 22 - 17 de Octubre - Caleta Olivia (Santa Cruz),,-46.44781,-67.522477
Centros Integradores Comunitarios,CIC – Santa Cruz – Puerto Santa Cruz,Centro Integrador Comunitario,Santa Cruz,Puerto Santa Cruz,,,Av. Avellaneda S/N - Puerto Santa Cruz (Santa Cruz),,-50.01706,-68.518016
Centros Integradores Comunitarios,CIC – Santa Cruz – Comandante Luis Piedra Buena,Centro Integrador Comunitario,Santa Cruz,Comandante Luis Piedra Buena,,,"Calle Bella Vista, en la intersección de las calles Heriberto Cobeñas y Saenz Peña - Comandante Luis Piedra Buena (Santa Cruz)",,-49.982441,-68.913352
Centros Integradores Comunitarios,CIC – Santa Cruz – 28 de Noviembre,Centro Integrador Comunitario,Santa Cruz,28 de Noviembre,,,"Ruta N° 40 s/n, B° Federal de Viviendas I - 28 de Noviembre (Santa Cruz)",,-51.582081,-72.213516
Centros Integradores Comunitarios,CIC – San Juan – Punta del Medano – Cochagual,Centro Integrador Comunitario,San Juan,Punta del Medano - Cochagual,,,Ruta provincial Nº 246 S/N - Punta del Medano - Cochagual (San Juan),,-31.891259,-68.380966
Centros Integradores Comunitarios,CIC – San Juan – Los Berros,Centro Integrador Comunitario,San Juan,Los Berros,,,"Calle Proyectada S/N, barrio Del Carmen II - Los Berros (San Juan)",,-32.021614,-68.620107
Centros Integradores Comunitarios,CIC – San Juan – Colonia Fiscal,Centro Integrador Comunitario,San Juan,Colonia Fiscal,,,Calle Proyectada S/N - Colonia Fiscal (San Juan),,-32.021614,-68.620107
Centros Integradores Comunitarios,CIC – San Juan – Villa Mercedes,Centro Integrador Comunitario,San Juan,Villa Mercedes,,,Eugenio Flores y San Martín  - Villa Mercedes (San Juan),,-30.15222,-68.660278
Centros Integradores Comunitarios,CIC – San Juan – San Isidro,Centro Integrador Comunitario,San Juan,San Isidro,,,Ruta Nueva S/N Km 72 - San Isidro (San Juan),,-30.241476,-68.746696
Centros Integradores Comunitarios,CIC – San Juan – Jachal,Centro Integrador Comunitario,San Juan,Jachal,,,Ruta Provincial 491 (Ex Ruta Nacional 40) y Calle Varas - Jachal (San Juan),,-30.241476,-68.746696
Centros Integradores Comunitarios,CIC – San Juan – Niquivil,Centro Integrador Comunitario,San Juan,Niquivil,,,Ruta Nacional Nº 40 S/N - Niquivil (San Juan),,-29.8759,-68.430366
Centros Integradores Comunitarios,CIC – San Juan – Mogna,Centro Integrador Comunitario,San Juan,Mogna,,,Martina Chapanay y F. Alcanes  - Mogna (San Juan),,-30.241476,-68.746696
Centros Integradores Comunitarios,CIC – San Juan – Huaco,Centro Integrador Comunitario,San Juan,Huaco,,,9 de Julio y Moreno - Huaco (San Juan),,-30.241476,-68.746696
Centros Integradores Comunitarios,CIC – San Juan – Villa Pituil,Centro Integrador Comunitario,San Juan,Villa Pituil,,,Patricias Mendocinas y Evaristo Gomez - Villa Pituil (San Juan),,-31.318457,-69.425362
Centros Integradores Comunitarios,CIC – San Juan – Tamberias,Centro Integrador Comunitario,San Juan,Tamberias,,,Lavalle y San Martín - Tamberias (San Juan),,-31.318457,-69.425362
